更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,上場市場名,平均年齢,従業員数,資本金,企業URL,代表者
2024-08-01,エヌ・ティ・ティ・ビズリンク株式会社,通信キャリア・ISP・データセンター,10,■会社概要：同社はNTTコミュニケーションズとNTT東日本の戦略的子会社として2001年に設立されました。その後テレビ会議多地点接続サービス事業等の統合により、お客さまのクラウド・アウトソーシングニーズに応えるために、統合的なICTアウトソーシングビジネスを展開してまいりました。■事業の成長性：設立以来培ってきたデータセンターサービスとテレビ会議サービスの運用力を強みとして、Communication＆Collaboration SolutionsとData Center Integrated Solutionsという新たな事業領域のビジネスを展開しています。,東京都文京区小石川1-4-1住友不動産後楽園ビル,2001,,,300,"2,450百万円",http://www.nttbiz.com/,
2024-07-01,株式会社Sharing Innovations,ベンダ（ハードウェア・ソフトウェア）,7,■事業内容：・クラウドインテグレーション事業・システムソリューション事業・プラットフォーム事業,東京都渋谷区恵比寿4-20-3,2008,グロース市場,,321,436百万円,http://sharing-innovations.co.jp/,
2024-07-01,共立コンピューターサービス株式会社,ベンダ（ハードウェア・ソフトウェア）,1,■事業内容：・バンキングシステム開発、一般企業向けシステム開発、ITネットワーク構築、ITコンサルティング・インターネットプロバイダサービス、各種データセンターサービス、ハードウェアメンテナンス・収納代行サービス、各種受託サービス、EBサポートサービス、セキュリティコンサルティング■事業の特徴：同社の事業展開の基盤は、OKBグループのシステム構築、運用業務で培った情報通信技術です。その基盤技術を基に、様々な業種業態・規模の顧客の幅広い業務をカバーしている同社なら、ワンストップで最適なソリューションが見つかります。,岐阜県大垣市加賀野4-1-9,1980,,40.0,310,45百万円,https://www.okb-kcs.co.jp/,
2024-07-01,勤次郎株式会社,ベンダ（ハードウェア・ソフトウェア）,2,"～HRM（人事労務管理）の自社パッケージを開発し、業界でも高いシェア/導入企業5,000社以上を誇る管理システムのパイオニア～",東京都千代田区外神田4-14-1秋葉原UDXビル北8F,1981,グロース市場,36.0,280,"4,099百万円",https://kinjiro-e.com/,
2024-08-01,株式会社ハイシンクジャパン,システムインテグレータ（SIer）,無,,東京都港区芝浦3-2-16Ａ－ＰＬＡＣＥ田町イースト 6Ｆ,2004,,,311,224 百万円,"Failed to retrieve page, status code: 410",代表取締役 王 興海
2024-07-01,ＦＩＴＥＣ株式会社,システムインテグレータ（SIer）,15,■事業内容：(1) ソリューション事業経理、人事、営業等のビジネスシステム/EDI、PDM、SCM、生産管理、物流管理システム/ファイアーウォール、アプリケーションサーバー設計構築/ネットワーク、セキュリティインフラの設計・構築/IAMソリューション/光監視システム/送電線監視システム/FAシステム/CATV設計支援システム/光配線管理システム/通信機器の販売(2) サービス事業CAD/シミュレーション/数値解析技術/システム運用管理、アウトソーシング/グループウェア運用管理/パソコン・ワークステーション等、各種OA機器の販売/ASPサービス/コンテンツサービス,東京都品川区東品川4-12-2,1987,,45.6,294,70百万円,https://www.fitec.co.jp/,
2024-08-01,株式会社エス・イー・シー・ハイテック,システムインテグレータ（SIer）,11,■事業内容：情報通信ネットワークに関わる調査・企画提案、システム開発、ソフトウェア開発、評価業務、運用・保守、各種支援業務を行っています。,東京都品川区東五反田2-17-1オーバルコート大崎マークウエスト15F,1989,,37.0,303,30百万円,http://www.sech.co.jp/,
2024-08-01,日本情報クリエイト株式会社,ベンダ（ハードウェア・ソフトウェア）,24,■事業内容：ソフトウェア開発・販売・サポート／システムコンサルティングサービス／インターネット上での情報提供サービス／WEBシステム企画・開発～当社では“不動産領域を幅広く網羅した一気通貫となるプラットフォームを構築”することをミッションに、ITを活用した「住生活」への新たな価値提供に取り組んでいます～,宮崎県都城市上町13街区18,1994,グロース市場,35.0,319,728百万円,https://www.n-create.co.jp/,
2024-08-01,株式会社ヒューマンテクノロジーズ,システムインテグレータ（SIer）,7,《株式会社ヒューマンテクノロジーズについて》 ■2001年に設立。生体認証とインターネットを用いた勤怠管理や人事管理システムサービスの提供をはじめ、指紋認証デバイスの 開発/販売、ソフトウェアの開発、設計および販売を手掛けています。 ■取扱製品:クラウド勤怠管理システム「KING OF TIME」、クラウド型PC認証管理システム「KING OF TIME セキュアログイン」、 クラウド人事管理システム「huubHR」、PC認証強化システム「DigitalPersona」、 指紋認証開発キット「U.are.U SDK」。,東京都港区元赤坂1-6-6,2001,グロース市場,,290,19百万円,http://www.h-t.co.jp/,
2024-07-01,株式会社MCOR,システムインテグレータ（SIer）,10,■企業概要：自動車メーカーのシステム子会社としてスタートし、積み上げた技術力を武器に航空機や産業機械など幅広い分野で多彩なサービスを提供するシステム開発企業,愛知県岡崎市北野町字二番訳124-1,1989,,39.0,314,165百万円,https://www.mcor.co.jp/,
2024-08-01,株式会社プラスアルファ・コンサルティング,ITコンサルティング,21,【100％自社開発・SaaS型テキストマイニング市場導入シェア12年連続No.1】■事業内容：データ分析プラットフォームのクラウドサービスの提供,東京都港区東新橋1-9-2汐留住友ビル25F,2006,プライム市場,31.7,338,464百万円,http://www.pa-consul.co.jp/,
